0f9b9d16fe3d116357d9fb68553da9e1,KM382110.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,KM382109.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,KM382107.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,KM382105.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,KM382104.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,GU723230.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,GU723229.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
0f9b9d16fe3d116357d9fb68553da9e1,KM382116.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
0f9b9d16fe3d116357d9fb68553da9e1,KM382115.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
0f9b9d16fe3d116357d9fb68553da9e1,KM382114.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
ee6575cab7780fe25b51f8238ca74fd4,KM382110.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,KM382109.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,KM382107.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,KM382105.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,KM382104.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,GU723230.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,GU723229.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
ee6575cab7780fe25b51f8238ca74fd4,KM382116.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
ee6575cab7780fe25b51f8238ca74fd4,KM382115.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
ee6575cab7780fe25b51f8238ca74fd4,KM382114.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
414cdc433a260ea81a1df0130f7d054e,KM382115.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
414cdc433a260ea81a1df0130f7d054e,KM382114.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
414cdc433a260ea81a1df0130f7d054e,KM382112.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
414cdc433a260ea81a1df0130f7d054e,KM382106.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
414cdc433a260ea81a1df0130f7d054e,GU723231.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
414cdc433a260ea81a1df0130f7d054e,KM382110.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
414cdc433a260ea81a1df0130f7d054e,KM382109.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
414cdc433a260ea81a1df0130f7d054e,KM382107.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
414cdc433a260ea81a1df0130f7d054e,KM382105.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
414cdc433a260ea81a1df0130f7d054e,KM382104.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
382ea10b1c328a71f139601c173f574b,GU723128.1,100.000,181,0,0,1,181,1,181,3.34e-88,335
382ea10b1c328a71f139601c173f574b,MG423465.1,100.000,180,0,0,2,181,1,180,1.20e-87,333
382ea10b1c328a71f139601c173f574b,MF362599.1,99.448,181,1,0,1,181,5370,5550,1.55e-86,329
382ea10b1c328a71f139601c173f574b,GU723129.1,99.448,181,1,0,1,181,1,181,1.55e-86,329
382ea10b1c328a71f139601c173f574b,GU723127.1,99.448,181,1,0,1,181,1,181,1.55e-86,329
382ea10b1c328a71f139601c173f574b,KP273591.1,98.895,181,2,0,1,181,5391,5571,7.22e-85,324
382ea10b1c328a71f139601c173f574b,JF498689.1,98.889,180,2,0,2,181,1,180,2.60e-84,322
382ea10b1c328a71f139601c173f574b,GU723130.1,98.343,181,3,0,1,181,1,181,3.36e-83,318
382ea10b1c328a71f139601c173f574b,KM364009.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
382ea10b1c328a71f139601c173f574b,KM364007.1,100.000,165,0,0,17,181,1,165,2.62e-79,305
b6d8cd13dd3c7ae8add173947e4453f0,KM382110.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
b6d8cd13dd3c7ae8add173947e4453f0,KM382109.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
b6d8cd13dd3c7ae8add173947e4453f0,KM382107.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
b6d8cd13dd3c7ae8add173947e4453f0,KM382105.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
b6d8cd13dd3c7ae8add173947e4453f0,KM382104.1,99.394,165,1,0,17,181,1,165,1.22e-77,300
