Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence,Classifier,Consensus
47b2fd12f3c165ed18c47b1e9379db35,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,NA,0.999976546620652,sklearn,NA
3d9c6f47cfa39e7012b95db93d4dd2ea,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga,0.978410168889194,sklearn,NA
3cdbf5e375dac45ca1efdf197c74d499,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gymnandrosoma,Gymnandrosoma,0.835452338540536,sklearn,NA
9b3e73470b8140976485a72130936167,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.764231594316742,sklearn,NA
d4cf38553871750e07d9a8f96bb1edda,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila,0.999690303770219,sklearn,NA
76dc8113bc421a8c4e861d8b1fabc3cf,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,NA,0.999659459948114,sklearn,NA
b5b234b2dee866913a8f2aaebd48b8f6,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,NA,0.974720570295308,sklearn,NA
da087a0698a2b2eb7084fe8933c7d1ac,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,Lixophaga,0.756551308140276,sklearn,NA
95a211c426396a8f8ed7cdd16399ca47,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,NA,0.935049190318297,sklearn,NA
d4d84ea87207f9dba68c3cfd4908c9cc,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,NA,0.999220618762653,sklearn,NA
9d304bca8c447ae6c1fbd8ed92d66539,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Dipoena,Dipoena,0.999936963645806,sklearn,NA
d4aa1704bc85aca2c0e1e898e5586c0d,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,NA,0.754870324608025,sklearn,NA
15d645134fe4403f6f88c9626532af11,Animalia,Arthropoda,Arachnida,Trombidiformes,Tarsonemidae,NA,NA,0.812231405796063,sklearn,NA
76ca6e4b2f8824db2839c0ef1a55681b,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius,0.995035572542498,sklearn,NA
29709685913bbb5b5c696c5921f1f7ab,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula,0.843271709932962,sklearn,NA
83e4473abf73f22cf6433778bf00f5c0,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex,0.999999995311001,sklearn,NA
bb7e55760eb6c4271e7e7030d5963bed,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,Perilampus,0.88481720934903,sklearn,NA
2fba421c5d9bab8b057ab02b3882b58e,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion,0.99993287887897,sklearn,NA
2b400f19b66bbe3c664a73d3bc755437,Animalia,Arthropoda,Insecta,Strepsiptera,Halictophagidae,Halictophagus,NA,0.978029016619913,sklearn,NA
422e65df448164117d69d027610d1626,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,NA,0.876059919847046,sklearn,NA
2cb1de3501e777c8646d1537f59cbb6d,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999901252646478,sklearn,NA
0bfa7567ba51c6f70fafb0695ca58818,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Limonia,Limonia,0.99690844855657,sklearn,NA
36cf893308ad8d773e5215072ca9159c,Animalia,Arthropoda,Insecta,Hemiptera,Phylloxeridae,Phylloxera,NA,0.835379916626207,sklearn,NA
b68316922984be5306f1f3174d14d482,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,NA,0.999975650976925,sklearn,NA
57120688a76e6cb9db7140c728238266,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.991709646050511,sklearn,NA
190ab3993d54d0eb9f0262c75311072e,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma,0.987523342804722,sklearn,NA
17626e289e1bcfd8b77c142797b3b200,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.999596563143537,sklearn,NA
741f8d7d99ab86fd03b63fc698db2b07,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,NA,0.794883168755941,sklearn,NA
d9da58cab1a0991ed8c2d0707b51d60d,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,Entomobrya,0.997748742432121,sklearn,NA
2a4cb302666516e6db4f9ff6670a8df9,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Isocorypha,Isocorypha,0.968521875416206,sklearn,NA
c7b50fa3e8094c34cbd961f8fec1774b,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Hymenochaonia,Hymenochaonia,0.999973769403579,sklearn,NA
df49f349aac347c42c8f6e2fb3185b90,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mangora,Mangora,0.999999242291369,sklearn,NA
5e5c7f33235b6856c02a29baa13e5500,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,0.971255622889219,sklearn,NA
3a1348a8cb180bf7e9dbf3049c1571c1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus,0.999947831191912,sklearn,NA
467bd68309fd5af18da3ade9c9258cb6,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus,0.921226423440683,sklearn,NA
9fb6b8cb5b5879a595bcc51ebb5e5e4b,Animalia,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,Unionicola,NA,0.985237299964751,sklearn,NA
158cbd0fc1e3cd97c626aa1404d5e24f,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,NA,NA,0.967365428494439,sklearn,NA
42c8c6b3c3980d589e248093c798a447,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.991999224063355,sklearn,NA
8cb37a56eeff5644e154c25e528e50f6,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,0.978627251012302,sklearn,NA
2d353a83349dd42779d146cf294a6784,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999914573243596,sklearn,NA
5abc89f24778475f358822e86679c1bc,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.99979422581009,sklearn,NA
c66a8e90d42bd03d3cb221e5f011c9f9,Animalia,Arthropoda,Insecta,Mecoptera,Bittacidae,NA,NA,0.821112790795871,sklearn,NA
cb7d9d3afc66a56641de13e59b335416,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,NA,0.966637808783437,sklearn,NA
fc9e3d2647c8f3283af4bca6e2960cad,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza,0.963718101225849,sklearn,NA
287802f5a7574ddfb0e27f1c625f2b90,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Ceraeochrysa,Ceraeochrysa,0.999064508984621,sklearn,NA
d78cd4e8c7b02853eedbf01a03de341c,Animalia,Arthropoda,Arachnida,Trombidiformes,Scutacaridae,NA,NA,0.915107547615301,sklearn,NA
2060f661322c11c0e10b4609da19fdcb,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma,0.964640801373624,sklearn,NA
ff203f395863432252fa036f7530553e,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus,0.993293861973926,sklearn,NA
6b3951ad791813874c46939bf35a0c3c,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus,0.91393054499855,sklearn,NA
8fe7d3b9d9aaa681a8d9c83fd477a411,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma,0.999580379911276,sklearn,NA
9e72ab47c8f354c452b22712041bb8eb,Animalia,Arthropoda,Insecta,Lepidoptera,Meessiidae,Eudarcia,Eudarcia,0.999481796805325,sklearn,NA
d44281dde85ad34af3ef895d429ce7a3,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.853695438202134,sklearn,NA
c4afba60302c265bd32b9ef5846b7377,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Labarrus,Labarrus,0.999967941321868,sklearn,NA
eb44ed3a034b445b277cb419b2f3f8f6,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999944884050676,sklearn,NA
8191a93f1a5a8cdde8cda9f673a3de40,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,NA,0.99293186582834,sklearn,NA
75ee6aad1a16fa358fc464ac3c2d5911,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.998354967689289,sklearn,NA
857ec0ef022f834f7034ef82b9ebc789,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.999086219151235,sklearn,NA
701887d96e17206a36eaa2f86b931720,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops,0.835208377381823,sklearn,NA
60a31f108b63f180b31fddf6e87b9ede,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Anelosimus,Anelosimus,0.993341801825136,sklearn,NA
5ecd38c30c967f74b2461b3c6b93168b,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.987303213810665,sklearn,NA
df3787322072e329ea374fd581233d3c,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.997722143162404,sklearn,NA
c47031a4693ba9522a2afac2473258de,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia,0.999289224069647,sklearn,NA
4ce05f39ddad04041e4ddf8c49da6c0e,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Platynota,Platynota,0.924960909901028,sklearn,NA
a1c0d92515d65e7681a1540913463719,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus,0.94518183104048,sklearn,NA
8d70d9730c7c5dc1420c04ea31555cfc,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.972985233968386,sklearn,NA
578fff15228b96b13a21db15faef715f,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.983728536259183,sklearn,NA
683e5689b11bdaa4e93e3459d7eefb93,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999760305284275,sklearn,NA
b5b4a32b3b90146cbf3e63607578fec3,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus,0.834486598804879,sklearn,NA
30a1faee309df43b898e5db5a94fd185,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.999831489920926,sklearn,NA
5af4825b815ba94e667851ce5501c01b,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Conotrachelus,NA,0.826772367655659,sklearn,NA
002eaa5ab00d8938b1c91dd4575dd111,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Otiocerus,Otiocerus,0.999999565082911,sklearn,NA
2f9db995aea89265a51ea2cc57bec573,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,NA,0.935113527034323,sklearn,NA
caea51b6aef255fa3cca21d9a1d8aa1a,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.999996526653312,sklearn,NA
91eedbd8015b72454054baf3cd9a250c,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,0.97742153079096,sklearn,NA
db25741201a1f319206a24a0f652d41a,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter,0.876835980272963,sklearn,NA
79987c40fbcbddefa52df475689a1cbd,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.982671373989667,sklearn,NA
2932b5ff8f45ac0d2c01a88725139216,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,0.708711621199135,sklearn,NA
082aa19f88cfa3f7531b69e5ac0c133f,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,0.788250725427715,sklearn,NA
d00be96603af70a767911af8833ba693,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus,0.999999637271609,sklearn,NA
2ea6d734be35da244a5742ac3bded746,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Patara,Patara,0.999964468105686,sklearn,NA
85e3830144fde436abc5001b550f78eb,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.752833498012429,sklearn,NA
38dbe950a88a0d6f89c7e2706ee47e81,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,NA,0.999915753262166,sklearn,NA
11d3eaa0ae0e01453245a06eeccad308,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus,0.957258570142973,sklearn,NA
768d899e6e82c5f023bd28dcc0007a3f,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia,0.701896458340742,sklearn,NA
2071169dada6c4549de2232007c5446b,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,NA,NA,0.964990216629001,sklearn,NA
6626860a94c9df8f9f897d8f8f6031c3,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,NA,NA,0.993553949318162,sklearn,NA
df05cdba47b6cdef90457ae7ceefa46e,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,0.87242742648118,sklearn,NA
3b0cd4fcc298d74e2d0b84a0af4f3451,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex,0.999998252403479,sklearn,NA
a8b689a64154d03357621c203b0abb2c,Animalia,Arthropoda,Insecta,Psocodea,Lepidopsocidae,Echmepteryx,Echmepteryx,0.99999669105728,sklearn,NA
f63d71466ff67878259ff6d720864e7a,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.979459935997548,sklearn,NA
1f81c557633089ebb36d9abbbb0dd3b3,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.997606293433137,sklearn,NA
8c590709aaf4d262fb0184dd830bb992,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Cameraria,NA,0.757184201981261,sklearn,NA
7c4047bf6a2a7e159e7cb68c5307471f,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,NA,0.700780115360055,sklearn,NA
3737a212e0e8a7fe0e592eec71d97aab,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,Phytocoris,0.814254387837071,sklearn,NA
1be178bfc5e94cf9a0791aa75620880c,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,0.894019558136699,sklearn,NA
c892cf4fce94743508b9d034023908b8,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,NA,0.88791949159307,sklearn,NA
d89a63894cc3f5d286103617a358570e,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.891323675043609,sklearn,NA
1a608bc2a93cb2c8616a2ac0f0a128b2,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.739822796977622,sklearn,NA
98d7d5c64d4e004fa54148a377701f69,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,NA,0.999995648743418,sklearn,NA
ccfae18b2626b31b420c117014d76e46,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus,0.965279195587862,sklearn,NA
c4b11b5810a8739d81686e4330b82b12,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma,0.935634732021376,sklearn,NA
5919918495378ba4c619a247911561a1,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.858460516576444,sklearn,NA
fa0b44d7b4b059088cbfb992f748b341,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,Ischnura,0.912427073143258,sklearn,NA
8244b17047db429fde17ba8b37b4d5d6,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus,0.995825534415036,sklearn,NA
a7cdc3a06ab4f7411faaf67cbffe338b,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,0.747281779102229,sklearn,NA
311310d115cf86c27b5b7ca711998715,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mangora,Mangora,0.999997759156779,sklearn,NA
